EIF2S1	EIF2AK1_Homo sapiens
GTF2I iso2	PRKG1_Homo sapiens
SLC6A4	PRKG1_Homo sapiens
TRPC3	PRKG1_Homo sapiens
PRKG1	PRKG1_Homo sapiens
PTS	PRKG1_Homo sapiens
ARHGEF6	PRKG1_Homo sapiens
CCDC80	PRKG1_Homo sapiens
PDE5A	PRKG1_Homo sapiens
TOP2A	MAPK1_Homo sapiens
PITPNM1	MAPK1_Homo sapiens
BRAF	MAPK1_Homo sapiens
SREBP-1 iso3	MAPK1_Homo sapiens
Tau iso8	MAPK1_Homo sapiens
EIF4EBP1	MAPK1_Homo sapiens
CEBPA	MAPK1_Homo sapiens
NOX5 iso4	MAPK1_Homo sapiens
ERF	MAPK1_Homo sapiens
NUP153	MAPK1_Homo sapiens
DUSP5	MAPK1_Homo sapiens
SNAI1	MAPK1_Homo sapiens
IRS1	MAPK1_Homo sapiens
APBB1	MAPK1_Homo sapiens
PXN iso2	MAPK1_Homo sapiens
PKM	MAPK1_Homo sapiens
RPS6KA1	MAPK1_Homo sapiens
EP300	MAPK1_Homo sapiens
CDKN1A	MAPK1_Homo sapiens
TH iso2	MAPK1_Homo sapiens
SPHK1	MAPK1_Homo sapiens
ATF2	MAPK1_Homo sapiens
RPS6KB1	MAPK1_Homo sapiens
BAD	MAPK1_Homo sapiens
NDEL1	MAPK1_Homo sapiens
PDE4B	MAPK1_Homo sapiens
GORASP2	MAPK1_Homo sapiens
RXRA	MAPK1_Homo sapiens
SNAI2	MAPK1_Homo sapiens
ADAM17	MAPK1_Homo sapiens
PALLD	MAPK1_Homo sapiens
SMAD1	MAPK1_Homo sapiens
eIF4G iso8	MAPK1_Homo sapiens
STIM1	MAPK1_Homo sapiens
CENPE	MAPK1_Homo sapiens
TOB1	MAPK1_Homo sapiens
TSC2	MAPK1_Homo sapiens
BCL2	MAPK1_Homo sapiens
PLCB1	MAPK1_Homo sapiens
TERF2	MAPK1_Homo sapiens
CAPN2	MAPK1_Homo sapiens
PRDX6	MAPK1_Homo sapiens
DUSP16	MAPK1_Homo sapiens
MITF iso9	MAPK1_Homo sapiens
ESR1	MAPK1_Homo sapiens
PARP1	MAPK1_Homo sapiens
MKL1	MAPK1_Homo sapiens
SOS1	MAPK1_Homo sapiens
MTMR2	MAPK1_Homo sapiens
DAZAP1	MAPK1_Homo sapiens
GRB10	MAPK1_Homo sapiens
SLC9A1	MAPK1_Homo sapiens
KLF8	MAPK1_Homo sapiens
SMAD3	MAPK1_Homo sapiens
STMN3	MAPK1_Homo sapiens
RBM17	MAPK1_Homo sapiens
LYL1	MAPK1_Homo sapiens
RPS6KA3	MAPK1_Homo sapiens
SP1	MAPK1_Homo sapiens
CASP9	MAPK1_Homo sapiens
DUSP6	MAPK1_Homo sapiens
WASF2	MAPK1_Homo sapiens
NCOA1	MAPK1_Homo sapiens
ALOX5	MAPK1_Homo sapiens
E2A iso2	MAPK1_Homo sapiens
CIC	MAPK1_Homo sapiens
NCF1	MAPK1_Homo sapiens
CREBBP	MAPK1_Homo sapiens
ARRB2	MAPK1_Homo sapiens
TGS1	MAPK1_Homo sapiens
AML1 iso8	MAPK1_Homo sapiens
POU5F1	MAPK1_Homo sapiens
RGS19	MAPK1_Homo sapiens
MAFA	MAPK1_Homo sapiens
MKNK1	MAPK1_Homo sapiens
CDCA5	MAPK1_Homo sapiens
TP53BP2	MAPK1_Homo sapiens
MAPKAPK2	MAPK1_Homo sapiens
RPS3	MAPK1_Homo sapiens
AKAP4	MAPK1_Homo sapiens
XBP1	MAPK1_Homo sapiens
ABI1	MAPK1_Homo sapiens
NUP214	MAPK1_Homo sapiens
TWIST1	MAPK1_Homo sapiens
SMAD2	MAPK1_Homo sapiens
FOS	MAPK1_Homo sapiens
ESPL1	MAPK1_Homo sapiens
NCF2	MAPK1_Homo sapiens
PDX1	MAPK1_Homo sapiens
DUSP1	MAPK1_Homo sapiens
MED1	MAPK1_Homo sapiens
EIF2AK2	MAPK1_Homo sapiens
ARHGEF2	MAPK1_Homo sapiens
TPPP	MAPK1_Homo sapiens
RPS6KA5	MAPK1_Homo sapiens
PML iso4	MAPK1_Homo sapiens
DLG2	MAPK1_Homo sapiens
SPHK2	MAPK1_Homo sapiens
PTPN7	MAPK1_Homo sapiens
MAP2K1	MAPK1_Homo sapiens
L1CAM	MAPK1_Homo sapiens
HIF1A	MAPK1_Homo sapiens
PDE4D iso4	MAPK1_Homo sapiens
DYRK1B	MAPK1_Homo sapiens
MCRIP1	MAPK1_Homo sapiens
RPTOR	MAPK1_Homo sapiens
ARRB1	MAPK1_Homo sapiens
CEP55	MAPK1_Homo sapiens
SLC6A4	MAPK1_Homo sapiens
CIITA	MAPK1_Homo sapiens
GTF2I iso2	MAPK1_Homo sapiens
CASP8	MAPK1_Homo sapiens
MAPK1	MAPK1_Homo sapiens
PPARG	MAPK1_Homo sapiens
BCL2L11	MAPK1_Homo sapiens
RORA iso4	MAPK1_Homo sapiens
MCTS1	MAPK1_Homo sapiens
STAT5A	MAPK1_Homo sapiens
PDE4D iso5	MAPK1_Homo sapiens
BANP	MAPK1_Homo sapiens
DNM1L	MAPK1_Homo sapiens
EGFR	MAPK1_Homo sapiens
CCNB1	MAPK1_Homo sapiens
MAPKAPK5	MAPK1_Homo sapiens
HNRNPK	MAPK1_Homo sapiens
NEFL	MAPK1_Homo sapiens
MARCKS	MAPK1_Homo sapiens
FOXO3	MAPK1_Homo sapiens
CDK2	MAPK1_Homo sapiens
PTPN12	MAPK1_Homo sapiens
TH	MAPK1_Homo sapiens
ASB2	MAPK1_Homo sapiens
MCL1	MAPK1_Homo sapiens
CSNK2A1	MAPK1_Homo sapiens
FAM103A1	MAPK1_Homo sapiens
NUP50	MAPK1_Homo sapiens
PDE4C iso2	MAPK1_Homo sapiens
BMF	MAPK1_Homo sapiens
MYLK	MAPK1_Homo sapiens
LRP6	MAPK1_Homo sapiens
SP3	MAPK1_Homo sapiens
WWC1	MAPK1_Homo sapiens
FGFR1	MAPK1_Homo sapiens
MYC	MAPK1_Homo sapiens
IL2RB	MAPK1_Homo sapiens
GSK3B	MAPK1_Homo sapiens
LCK	MAPK1_Homo sapiens
LIFR	MAPK1_Homo sapiens
CTTN	MAPK1_Homo sapiens
RRAS2	MAPK1_Homo sapiens
PDE4D iso2	MAPK1_Homo sapiens
Caldesmon iso4	MAPK1_Homo sapiens
PGK1	MAPK1_Homo sapiens
CDKN1B	MAPK1_Homo sapiens
NR4A1	MAPK1_Homo sapiens
CAD	MAPK1_Homo sapiens
FBXW7	MAPK1_Homo sapiens
HDAC6	MAPK1_Homo sapiens
TTK	MAPK1_Homo sapiens
NOXA1	MAPK1_Homo sapiens
PLA2G4A	MAPK1_Homo sapiens
TRAP1	MAPK1_Homo sapiens
ELK1	MAPK1_Homo sapiens
GATA6	MAPK1_Homo sapiens
TP53	MAPK1_Homo sapiens
COPS6	MAPK1_Homo sapiens
NCOA6	MAPK1_Homo sapiens
GAB2	MAPK1_Homo sapiens
THRB	MAPK1_Homo sapiens
ETS1	MAPK1_Homo sapiens
TH iso3	MAPK1_Homo sapiens
SH2B1	MAPK1_Homo sapiens
DAPK1	MAPK1_Homo sapiens
BCL6	MAPK1_Homo sapiens
PDE4B iso2	MAPK1_Homo sapiens
MAPK7	MAPK1_Homo sapiens
EWSR1	MAPK1_Homo sapiens
SREBF2	MAPK1_Homo sapiens
PGR	MAPK1_Homo sapiens
IER3	MAPK1_Homo sapiens
NCOA2	MAPK1_Homo sapiens
CEBPB	MAPK1_Homo sapiens
SREBF1	MAPK1_Homo sapiens
EIF2S1	MAPK1_Homo sapiens
vinexin iso2	MAPK1_Homo sapiens
ERG	MAPK1_Homo sapiens
GAB1	MAPK1_Homo sapiens
AR	MAPK1_Homo sapiens
NFATC4	MAPK1_Homo sapiens
NR5A1	MAPK1_Homo sapiens
MBP	MAPK1_Homo sapiens
EXOC7	MAPK1_Homo sapiens
Myl12b	Pak4_Mus musculus
PPP1R2	CDK14_Homo sapiens
CCNY	CDK14_Homo sapiens
TAGLN2	CDK14_Homo sapiens
LRP6	CDK14_Homo sapiens
GSK3B iso2	GSK3B iso2_Homo sapiens
Tau iso8	GSK3A_Homo sapiens
LRP6	GSK3A_Homo sapiens
BCL3	GSK3A_Homo sapiens
GSK3A	GSK3A_Homo sapiens
USF1	GSK3A_Homo sapiens
IL17RA	GSK3A_Homo sapiens
CTNNB1	GSK3A_Homo sapiens
NDRG1	GSK3A_Homo sapiens
MAP3K11	GSK3A_Homo sapiens
MITF iso9	GSK3A_Homo sapiens
CCNE1	GSK3A_Homo sapiens
RICTOR	GSK3A_Homo sapiens
MYC	GSK3A_Homo sapiens
CTPS1	GSK3A_Homo sapiens
NIFK	GSK3A_Homo sapiens
PKD2	GSK3A_Homo sapiens
BCL2L1	GSK3A_Homo sapiens
ANKRD28	GSK3A_Homo sapiens
UNG	GSK3A_Homo sapiens
STMN3	GSK3A_Homo sapiens
AKT1	GSK3A_Homo sapiens
DPYSL2	GSK3A_Homo sapiens
PDHA1	PDK2_Homo sapiens
PDHA2	PDK2_Homo sapiens
CREB1	TSSK4_Homo sapiens
CFL1	LIMK2_Homo sapiens
DSTN	LIMK2_Homo sapiens
Dpysl3	Mtor_Mus musculus
St5	Mtor_Mus musculus
Foxk2	Mtor_Mus musculus
Grb10	Mtor_Mus musculus
Cdc42bpb	Mtor_Mus musculus
Tbc1d10b	Mtor_Mus musculus
Eif4ebp1	Mtor_Mus musculus
Ptpn13	Mtor_Mus musculus
Ddx18	Mtor_Mus musculus
Irs2	Mtor_Mus musculus
DLG5	Mtor_Mus musculus
Eif4g1	Mtor_Mus musculus
Chfr	Mtor_Mus musculus
C1orf131	Mtor_Mus musculus
Mtor	Mtor_Mus musculus
Foxk1	Mtor_Mus musculus
Nfrkb	Mtor_Mus musculus
Atxn2l	Mtor_Mus musculus
Ahnak	Mtor_Mus musculus
Cux1	Mtor_Mus musculus
Wipi2	Mtor_Mus musculus
Nes	Mtor_Mus musculus
Phldb1	Mtor_Mus musculus
Fasn	Mtor_Mus musculus
Nfatc4	Mtor_Mus musculus
Szt2	Mtor_Mus musculus
Mcl1	Mtor_Mus musculus
Numa1	Mtor_Mus musculus
Afap1	Mtor_Mus musculus
Rc3h1	Mtor_Mus musculus
Irs1	Mtor_Mus musculus
Eif4ebp2	Mtor_Mus musculus
Map1b	Mtor_Mus musculus
Arhgap29	Mtor_Mus musculus
Ehmt2	Mtor_Mus musculus
Akt1	Mtor_Mus musculus
Larp1	Mtor_Mus musculus
Jun	Mtor_Mus musculus
Smcr8	Mtor_Mus musculus
Akap11	Mtor_Mus musculus
Topors	Mtor_Mus musculus
Flna	Mtor_Mus musculus
Stat3	Mtor_Mus musculus
Nup188	Mtor_Mus musculus
Stk4	Mtor_Mus musculus
Taf3	Mtor_Mus musculus
Patl1	Mtor_Mus musculus
Polr2a	Mtor_Mus musculus
Phldb2	Mtor_Mus musculus
PARP1	MET_Homo sapiens
SHC1	MET_Homo sapiens
MET	MET_Homo sapiens
MST1R	MET_Homo sapiens
PTK2	MET_Homo sapiens
Frk	Frk_Mus musculus
Grin2b	Frk_Mus musculus
Tau iso8	DYRK1A_Homo sapiens
AMPH	DYRK1A_Homo sapiens
RCAN1	DYRK1A_Homo sapiens
POLR2A	DYRK1A_Homo sapiens
DYRK1A	DYRK1A_Homo sapiens
SF3B1	DYRK1A_Homo sapiens
CCNL2	DYRK1A_Homo sapiens
LIN52	DYRK1A_Homo sapiens
SPRY2	DYRK1A_Homo sapiens
TP53	DYRK1A_Homo sapiens
CCND1	DYRK1A_Homo sapiens
FOXO1	DYRK1A_Homo sapiens
CDKL5	DYRK1A_Homo sapiens
SNCA	DYRK1A_Homo sapiens
DNM1	DYRK1A_Homo sapiens
PAGE4	HIPK1_Homo sapiens
NEK3	NEK3_Homo sapiens
CDC25A	NEK11_Homo sapiens
BLM	NEK11_Homo sapiens
Tpt1	Plk1_Mus musculus
Irs2	Plk1_Mus musculus
Celsr1	Plk1_Mus musculus
Hsf1	Plk1_Mus musculus
Prkd1	Prkd1_Mus musculus
Prkd2	Prkd1_Mus musculus
PDK1	PGK1_Homo sapiens
Gab1	Met_Mus musculus
Met	Met_Mus musculus
Ralgds	Met_Mus musculus
GTF2I iso2	JAK2_Homo sapiens
HIST1H3J	JAK2_Homo sapiens
GRB2	JAK2_Homo sapiens
PAK1	JAK2_Homo sapiens
PRMT5	JAK2_Homo sapiens
STAP2	JAK2_Homo sapiens
JAK2	JAK2_Homo sapiens
EZH2	JAK2_Homo sapiens
STAT5A	JAK2_Homo sapiens
CCR2	JAK2_Homo sapiens
MAPK1	JAK2_Homo sapiens
SOCS3	JAK2_Homo sapiens
STAT3	JAK2_Homo sapiens
PDK1	JAK2_Homo sapiens
MAPK3	JAK2_Homo sapiens
GAB2	JAK2_Homo sapiens
MAP3K5	JAK2_Homo sapiens
STAT1	JAK2_Homo sapiens
ARHGEF1	JAK2_Homo sapiens
PELP1	CDK4_Homo sapiens
RB1	CDK4_Homo sapiens
RBL2	CDK4_Homo sapiens
FOXM1	CDK4_Homo sapiens
FOXO1	CDK4_Homo sapiens
SMAD3	CDK4_Homo sapiens
DNMT1	CDK4_Homo sapiens
MEF2D	CDK4_Homo sapiens
BRCA1	CDK4_Homo sapiens
EGLN2	CDK4_Homo sapiens
TCF3	CDK4_Homo sapiens
WDR77	CDK4_Homo sapiens
SOD2	CDK4_Homo sapiens
MDM4	CDK4_Homo sapiens
RUNX3	CDK4_Homo sapiens
CELF1	CDK4_Homo sapiens
RBL1	CDK4_Homo sapiens
GATA4	CDK4_Homo sapiens
RASSF1 iso2	CDK4_Homo sapiens
Ctnnb1	Csnk1a1_Mus musculus
Tp53	Melk_Mus musculus
Map3k5	Melk_Mus musculus
RCAN1	MAP3K3_Homo sapiens
Plk4	Plk4_Mus musculus
Tp53	Mapk3_Mus musculus
Irf3	Mapk3_Mus musculus
Irs1	Mapk3_Mus musculus
Jun	Mapk3_Mus musculus
Gata1	Mapk3_Mus musculus
Foxo1	Mapk3_Mus musculus
Prkca	Mapk3_Mus musculus
Bcl2l11	Mapk3_Mus musculus
Elk1	Mapk3_Mus musculus
Mapkapk2	Mapk3_Mus musculus
Rps6ka1	Mapk3_Mus musculus
Ranbp3	Mapk3_Mus musculus
Pxn	Mapk3_Mus musculus
H3f3b	Mapk3_Mus musculus
Junb	Mapk3_Mus musculus
Stxbp1	Mapk3_Mus musculus
Adam17	Mapk3_Mus musculus
Nfatc4	Mapk3_Mus musculus
Bcl2	Mapk3_Mus musculus
Aebp1	Mapk3_Mus musculus
FAK iso3	Mapk3_Mus musculus
Esr2	Mapk3_Mus musculus
Star	Mapk3_Mus musculus
Nr5a1	Mapk3_Mus musculus
Atf2	Mapk3_Mus musculus
Shc1	Mapk3_Mus musculus
Stmn1	Mapk3_Mus musculus
Cebpb	Mapk3_Mus musculus
Noxa1	Mapk3_Mus musculus
Rcan1	Mapk3_Mus musculus
Ndel1	Mapk3_Mus musculus
Pgr	Mapk3_Mus musculus
Map2k1	Mapk3_Mus musculus
Pla2g4a	Mapk3_Mus musculus
Tal1	Mapk3_Mus musculus
Rps6ka3	Mapk3_Mus musculus
Ets2	Mapk3_Mus musculus
Ppp1r1a	Mapk3_Mus musculus
Kcnd2	Mapk3_Mus musculus
Akt1	Mapk3_Mus musculus
Foxo3	Mapk3_Mus musculus
Stat1	Mapk3_Mus musculus
Th	Mapk3_Mus musculus
TGFBR3	TGFBR1_Homo sapiens
SMAD2	TGFBR1_Homo sapiens
EEF1A1	TGFBR1_Homo sapiens
p63 iso2	TGFBR1_Homo sapiens
ENG	TGFBR1_Homo sapiens
OTUB1	TGFBR1_Homo sapiens
Aak1	Stk38_Mus musculus
Yap1	Stk38_Mus musculus
Panx2	Stk38_Mus musculus
Rab3ip	Stk38_Mus musculus
Rab11fip5	Stk38_Mus musculus
Irs1	Grk2_Mus musculus
Per2	Grk2_Mus musculus
Adrb2	Grk2_Mus musculus
Pde6g	Grk2_Mus musculus
SEPT8	MAPKAPK5_Homo sapiens
KALRN	MAPKAPK5_Homo sapiens
DNAJB1	MAPKAPK5_Homo sapiens
TP53	MAPKAPK5_Homo sapiens
RHEB	MAPKAPK5_Homo sapiens
TH iso3	MAPKAPK5_Homo sapiens
DAPK2	DAPK2_Homo sapiens
Map3k5	Map3k5_Mus musculus
ITGB2	PRKCH_Homo sapiens
PTPN11	PRKCH_Homo sapiens
GSK3B	PRKCH_Homo sapiens
PRKCH	PRKCH_Homo sapiens
PRKD1	PRKCH_Homo sapiens
PRKD2	PRKCH_Homo sapiens
GSTP1	PRKCH_Homo sapiens
GSK3A	PRKCH_Homo sapiens
DCTN1	PLK1_Homo sapiens
CCNT1	PLK1_Homo sapiens
NINL	PLK1_Homo sapiens
PTEN	PLK1_Homo sapiens
CDC25B	PLK1_Homo sapiens
PINX1	PLK1_Homo sapiens
ANAPC1	PLK1_Homo sapiens
IRS1	PLK1_Homo sapiens
MAP9	PLK1_Homo sapiens
PCNT	PLK1_Homo sapiens
PRC1	PLK1_Homo sapiens
CENPQ	PLK1_Homo sapiens
KIF2C	PLK1_Homo sapiens
KMT2E	PLK1_Homo sapiens
MAD1L1	PLK1_Homo sapiens
SUZ12	PLK1_Homo sapiens
RIOK2	PLK1_Homo sapiens
KIF2A	PLK1_Homo sapiens
CDC27	PLK1_Homo sapiens
BORA	PLK1_Homo sapiens
OPTN	PLK1_Homo sapiens
CLSPN	PLK1_Homo sapiens
PIN1	PLK1_Homo sapiens
ESPL1	PLK1_Homo sapiens
FBXO5	PLK1_Homo sapiens
ANAPC7	PLK1_Homo sapiens
RAP1GAP	PLK1_Homo sapiens
BIRC5	PLK1_Homo sapiens
IKBKB	PLK1_Homo sapiens
GTSE1	PLK1_Homo sapiens
TOP2A	PLK1_Homo sapiens
ZMYM2	PLK1_Homo sapiens
NEDD1	PLK1_Homo sapiens
CDC16	PLK1_Homo sapiens
PTPN1	PLK1_Homo sapiens
KIF2B	PLK1_Homo sapiens
USP16	PLK1_Homo sapiens
DVL2	PLK1_Homo sapiens
PLEKHG6	PLK1_Homo sapiens
Tara iso5	PLK1_Homo sapiens
MDM2	PLK1_Homo sapiens
PRKN	PLK1_Homo sapiens
HNRNPU	PLK1_Homo sapiens
TOPORS	PLK1_Homo sapiens
CTNNB1	PLK1_Homo sapiens
NPM1	PLK1_Homo sapiens
FADD	PLK1_Homo sapiens
BRCA1	PLK1_Homo sapiens
CDC25C	PLK1_Homo sapiens
GORASP1	PLK1_Homo sapiens
BRCA2	PLK1_Homo sapiens
LRRK1	PLK1_Homo sapiens
ATXN10	PLK1_Homo sapiens
RACGAP1	PLK1_Homo sapiens
KAT7	PLK1_Homo sapiens
CLIP1	PLK1_Homo sapiens
PPP1R7	PLK1_Homo sapiens
STIL	PLK1_Homo sapiens
ANAPC4	PLK1_Homo sapiens
MAP2K2	PLK1_Homo sapiens
BUB1B	PLK1_Homo sapiens
CCNB1	PLK1_Homo sapiens
CENPU	PLK1_Homo sapiens
FOXM1	PLK1_Homo sapiens
MAP2K1	PLK1_Homo sapiens
CDC6	PLK1_Homo sapiens
NUDC	PLK1_Homo sapiens
PAX3-FOXO1	PLK1_Homo sapiens
AXIN2	PLK1_Homo sapiens
CEP192 iso3	PLK1_Homo sapiens
PKMYT1	PLK1_Homo sapiens
MYC	PLK1_Homo sapiens
BRF1	PLK1_Homo sapiens
YY1	PLK1_Homo sapiens
CHEK2	PLK1_Homo sapiens
NUAK1	PLK1_Homo sapiens
TP53BP1	PLK1_Homo sapiens
VIM	PLK1_Homo sapiens
SVIL	PLK1_Homo sapiens
CDC23	PLK1_Homo sapiens
WEE1	PLK1_Homo sapiens
RAN	PLK1_Homo sapiens
SUGT1	PLK1_Homo sapiens
TP73	PLK1_Homo sapiens
RUVBL1	PLK1_Homo sapiens
CEP55	PLK1_Homo sapiens
HSF1	PLK1_Homo sapiens
SRI	PLK1_Homo sapiens
BCL2L1	PLK1_Homo sapiens
TERF1	PLK1_Homo sapiens
ERCC6L	PLK1_Homo sapiens
SNCB	PLK1_Homo sapiens
KIZ	PLK1_Homo sapiens
RAD51	PLK1_Homo sapiens
TEX14	PLK1_Homo sapiens
RSF1	PLK1_Homo sapiens
SNCA	PLK1_Homo sapiens
ORC2	PLK1_Homo sapiens
EIF3F	CDK19_Homo sapiens
PAK1	CDK19_Homo sapiens
Tssk3	Tssk3_Mus musculus
Mapk1	Lck_Mus musculus
Inpp5d	Lck_Mus musculus
Pecam1	Lck_Mus musculus
Lck	Lck_Mus musculus
Itk	Lck_Mus musculus
Lime1	Lck_Mus musculus
Ctla4	Lck_Mus musculus
PXN	CDK5_Homo sapiens
Tau iso8	CDK5_Homo sapiens
HTT	CDK5_Homo sapiens
NR3C1	CDK5_Homo sapiens
PIK3C3	CDK5_Homo sapiens
BACE1	CDK5_Homo sapiens
EPRS	CDK5_Homo sapiens
AMPH	CDK5_Homo sapiens
CDK5R1	CDK5_Homo sapiens
CCDC88A	CDK5_Homo sapiens
DRD2	CDK5_Homo sapiens
LMTK2	CDK5_Homo sapiens
XDH	CDK5_Homo sapiens
FOXO1	CDK5_Homo sapiens
PPP1CA	CDK5_Homo sapiens
STMN3	CDK5_Homo sapiens
PMAIP1	CDK5_Homo sapiens
DBN1	CDK5_Homo sapiens
Kv7.2 iso4	CDK5_Homo sapiens
FZR1	CDK5_Homo sapiens
SRC	CDK5_Homo sapiens
RPA2	CDK5_Homo sapiens
PLD2	CDK5_Homo sapiens
CRMP-2 iso3	CDK5_Homo sapiens
PTK2	CDK5_Homo sapiens
AR	CDK5_Homo sapiens
TPPP	CDK5_Homo sapiens
PPARG	CDK5_Homo sapiens
NDE1	CDK5_Homo sapiens
TP53	CDK5_Homo sapiens
CENTG1 iso2	CDK5_Homo sapiens
CLOCK	CDK5_Homo sapiens
CRMP1	CDK5_Homo sapiens
ADD2	CDK5_Homo sapiens
DNM1L	CDK5_Homo sapiens
HIF1A	CDK5_Homo sapiens
NEFL	CDK5_Homo sapiens
ELAVL1	CDK5_Homo sapiens
MAP2K1	CDK5_Homo sapiens
MEF2D	CDK5_Homo sapiens
PHACTR3	CDK5_Homo sapiens
MYC	CDK5_Homo sapiens
DPYSL3	CDK5_Homo sapiens
PRKN	CDK5_Homo sapiens
DPYSL2	CDK5_Homo sapiens
RB1	CDK5_Homo sapiens
NFE2L2	CDK5_Homo sapiens
KDR	CDK5_Homo sapiens
CTNNB1	CDK5_Homo sapiens
STAT3	CDK5_Homo sapiens
DNM1	CDK5_Homo sapiens
PXN iso2	CDK5_Homo sapiens
PIP5K1C	CDK5_Homo sapiens
MEF2A	CDK5_Homo sapiens
PPP1R2	CDK5_Homo sapiens
PRNP	CDK5_Homo sapiens
HTRA2	CDK5_Homo sapiens
NOS3	CDK5_Homo sapiens
DNMT1	CDK5_Homo sapiens
ATM	CDK5_Homo sapiens
HDAC5	CDK5_Homo sapiens
LRRK2	CDK5_Homo sapiens
AXIN1	CDK5_Homo sapiens
PSEN1	CDK5_Homo sapiens
TLN1	CDK5_Homo sapiens
SEPT5 iso2	CDK5_Homo sapiens
NFAT5	CDK5_Homo sapiens
VIM	CDK5_Homo sapiens
Myl12b	Dapk1_Mus musculus
Dapk1	Dapk1_Mus musculus
Grin2b	Dapk1_Mus musculus
Pxn	Ptk2b_Mus musculus
Asap1	Ptk2b_Mus musculus
Ptk2b	Ptk2b_Mus musculus
KCNN4	NME2_Homo sapiens
NME2	NME2_Homo sapiens
HSP90AB1	PNCK_Homo sapiens
HSP90AA1	PNCK_Homo sapiens
EIF4G3	PNCK_Homo sapiens
SAPAP1 iso2	CAMK2B_Homo sapiens
PRKAA1	CAMK2B_Homo sapiens
OCLN	CAMK2B_Homo sapiens
STMN1	CAMK2B_Homo sapiens
GATA1	PAK5_Homo sapiens
PAK5	PAK5_Homo sapiens
TCF3	PAK5_Homo sapiens
VASP	PRKD2_Homo sapiens
SSH1	PRKD2_Homo sapiens
HDAC5	PRKD2_Homo sapiens
PKD2	PRKD2_Homo sapiens
MARK2	PRKD2_Homo sapiens
PIK4CB iso2	PRKD2_Homo sapiens
SET iso2	PRKD2_Homo sapiens
PRKD2	PRKD2_Homo sapiens
ITGB4 iso2	PRKD2_Homo sapiens
RIN1	PRKD2_Homo sapiens
CIB1	PRKD2_Homo sapiens
TDP2	ACVR1B_Homo sapiens
CASK	CASK_Homo sapiens
NRXN1	CASK_Homo sapiens
FGFR3	FGFR3_Homo sapiens
CTNNB1	FGFR3_Homo sapiens
RPS6KA3	FGFR3_Homo sapiens
PTEN	FGFR3_Homo sapiens
STAT1	FGFR3_Homo sapiens
ASF1B	TLK2_Homo sapiens
ASF1A	TLK2_Homo sapiens
Lyn	Csk_Mus musculus
Pecam1	Csk_Mus musculus
Lck	Csk_Mus musculus
MAPK12	MAP2K6_Homo sapiens
MAP2K6	MAP2K6_Homo sapiens
HSF4	MAP2K6_Homo sapiens
MAPK14	MAP2K6_Homo sapiens
PAK6	MAP2K6_Homo sapiens
Camk1	Camkk1_Mus musculus
Prkca	PKCB_Mus musculus
Btk	PKCB_Mus musculus
Tnni3	PKCB_Mus musculus
PKCB	PKCB_Mus musculus
Akt1	PKCB_Mus musculus
Prkcb	PKCB_Mus musculus
PKCB iso2	PKCB_Mus musculus
MARS	EIF2AK4_Homo sapiens
Kcnj1	Sgk1_Mus musculus
Nos2	Sgk1_Mus musculus
SIRPA	MATK_Homo sapiens
LYN	MATK_Homo sapiens
COIL	VRK2_Homo sapiens
USP25	VRK2_Homo sapiens
BANF1	VRK2_Homo sapiens
Traf1	Pkn1_Mus musculus
Cryab	Pkn1_Mus musculus
SCRIB	ROCK1_Homo sapiens
MARCKS	ROCK1_Homo sapiens
RDX	ROCK1_Homo sapiens
RND3	ROCK1_Homo sapiens
SLC9A1	ROCK1_Homo sapiens
ARHGAP35	ROCK1_Homo sapiens
FHOD1	ROCK1_Homo sapiens
ARHGAP24	ROCK1_Homo sapiens
EZR	ROCK1_Homo sapiens
GFAP	ROCK1_Homo sapiens
PTEN	ROCK1_Homo sapiens
DES	ROCK1_Homo sapiens
MYL12B	ROCK1_Homo sapiens
DPYSL2	ROCK1_Homo sapiens
MYL9	ROCK1_Homo sapiens
PFN1	ROCK1_Homo sapiens
ADD1	ROCK1_Homo sapiens
HIST1H3J	ROCK1_Homo sapiens
MSN	ROCK1_Homo sapiens
LIMK2	ROCK1_Homo sapiens
PPP1R12B	ROCK1_Homo sapiens
DAPK3	ROCK1_Homo sapiens
VIM	ROCK1_Homo sapiens
PTK2	ROCK1_Homo sapiens
LIMK1	ROCK1_Homo sapiens
SOX9	ROCK1_Homo sapiens
PPP1R12A	ROCK1_Homo sapiens
MAPK8IP3	ROCK1_Homo sapiens
Sqstm1	Map3k7_Mus musculus
Ksr1	Map3k7_Mus musculus
Map3k7	Map3k7_Mus musculus
COL4A3	COL4A3BP_Homo sapiens
NOS3	PRKG2_Homo sapiens
ERBB2	PRKG2_Homo sapiens
LASP1	PRKG2_Homo sapiens
PTS	PRKG2_Homo sapiens
CTH	PRKG2_Homo sapiens
MET	PRKG2_Homo sapiens
EZR	FER_Homo sapiens
MET	FER_Homo sapiens
AR	FER_Homo sapiens
NSF	FER_Homo sapiens
STAT3	FER_Homo sapiens
FER	FER_Homo sapiens
JUP	FER_Homo sapiens
GAB1	FER_Homo sapiens
Mapk8	Map2k4_Mus musculus
SUPT5H	CDK9_Homo sapiens
SMAD1	CDK9_Homo sapiens
CDK9	CDK9_Homo sapiens
RCHY1	CDK9_Homo sapiens
SMAD3	CDK9_Homo sapiens
HIST1H1A	CDK9_Homo sapiens
POLR2A	CDK9_Homo sapiens
BORA	CDK9_Homo sapiens
